scenario_key,scenario_label,source_column,feature_mode,validation_design,analysis_source_id,repeat_count,source_rows,source_mae,source_rmse,source_bias
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1115/1.4043960,5,2,7.1347614052056585,7.197140340401759,-7.1347614052056585
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.18063/ijb.v5i2.2.204,5,19,8.054562257932385,9.735690607978103,1.279860360073852
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.18063/ijb.v6i1.250,5,2,27.690870510617902,27.693256771875035,27.690870510617902
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.3390/ma13194237,5,3,7.513024146792875,7.689677219182386,-7.513024146792875
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.3390/polym12102346,5,2,3.0456524582776554,3.2625475352947566,-3.0456524582776554
day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,publication_grouped,doi:10.1002/adfm.201700798,5,1,10.045861583435078,10.045861583435078,10.045861583435078
day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,publication_grouped,doi:10.1002/adhm.201500677,5,6,7.131450620303816,7.8785673162426075,-4.172411820796869
day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,publication_grouped,doi:10.1002/adma.201305506,5,2,5.556992828042317,6.060866633020291,-3.090511086265539
day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,publication_grouped,doi:10.1002/adma.201604983,5,5,9.89325962128098,9.931968145603374,-9.89325962128098
day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,publication_grouped,doi:10.1002/biot.200900004,5,12,8.975955908381746,11.081296693903408,6.38370737114426
day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,publication_grouped,doi:10.1002/jbm.a.36036,5,4,23.414814559644054,30.36949858573027,13.472799525238454
day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,publication_grouped,doi:10.1002/mabi.201600472,5,15,13.873350601663748,16.325186176658672,-5.763209575776047
day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,publication_grouped,doi:10.1002/term.1682,5,4,6.137749562530051,7.308245559086754,-4.525637564676056
